,Symbol,BuyDate,BuyPrice,SellDate,SellPrice,PnL_Percent,FinalReturn,PnL_Points
0,AARTIIND.BO,2021-12-24 14:45:00+05:30,958.4500122070312,2021-12-24 09:30:00+05:30,960.0999755859375,0.17214913223349695,20030.999755859375,1.64996337890625
1,AARTIIND.BO,2021-12-27 12:45:00+05:30,956.7999877929688,2021-12-27 13:15:00+05:30,968.5999755859375,1.233276331889128,20114.000244140625,11.79998779296875
2,AARTIIND.BO,2021-12-28 09:30:00+05:30,982.9000244140625,2021-12-28 14:45:00+05:30,990.0,0.7223497211906184,20164.000244140625,7.0999755859375
3,AARTIIND.BO,2021-12-29 09:30:00+05:30,992.5499877929688,2021-12-29 14:45:00+05:30,994.0499877929688,0.15112588972323657,20099.000244140625,1.5
4,AARTIIND.BO,2021-12-30 14:45:00+05:30,980.5,2021-12-30 14:30:00+05:30,983.0,0.25497195308516063,20124.000244140625,2.5
5,AARTIIND.BO,2021-12-31 09:30:00+05:30,992.4000244140625,2021-12-31 14:45:00+05:30,1005.25,1.2948382980466413,20362.000732421875,12.8499755859375
6,AARTIIND.BO,2022-01-03 12:00:00+05:30,1018.2999877929688,2022-01-03 14:45:00+05:30,1017.0,-0.12766255607900992,20308.30096435547,-1.29998779296875
7,AARTIIND.BO,2022-01-04 10:00:00+05:30,1006.5000610351562,2022-01-04 09:45:00+05:30,1015.1500244140625,0.8594101196586131,20297.301208496094,8.64996337890625
8,AARTIIND.BO,2022-01-05 12:15:00+05:30,998.4500122070312,2022-01-05 14:45:00+05:30,998.0,-0.04507108032744846,20271.30145263672,-0.45001220703125
9,AARTIIND.BO,2022-01-06 14:45:00+05:30,992.25,2022-01-06 11:45:00+05:30,983.0499877929688,-0.9271869193279164,20084.30194091797,-9.20001220703125
10,AARTIIND.BO,2022-01-07 10:00:00+05:30,1003.0,2022-01-07 10:15:00+05:30,1013.1500244140625,1.0119665417809072,20205.402404785156,10.1500244140625
11,AARTIIND.BO,2022-01-10 10:30:00+05:30,1047.800048828125,2022-01-10 14:00:00+05:30,1069.2501220703125,2.047153296678844,20661.85333251953,21.4500732421875
12,AARTIIND.BO,2022-01-11 09:30:00+05:30,1093.6500244140625,2022-01-11 14:45:00+05:30,1097.6500244140625,0.36574771734157396,20637.454650878906,4.0
13,AARTIIND.BO,2022-01-12 09:30:00+05:30,1100.0,2022-01-12 14:45:00+05:30,1104.550048828125,0.4136408025568182,20624.756408691406,4.550048828125
14,AARTIIND.BO,2022-01-13 14:45:00+05:30,1103.1500244140625,2022-01-13 13:15:00+05:30,1100.75,-0.21756101717327808,20563.65509033203,-2.4000244140625
15,AARTIIND.BO,2022-01-14 09:30:00+05:30,1110.550048828125,2022-01-14 14:45:00+05:30,1099.9000244140625,-0.9589864432765207,20343.05596923828,-10.6500244140625
16,AARTIIND.BO,2022-01-17 10:30:00+05:30,1106.0999755859375,2022-01-17 14:45:00+05:30,1105.0999755859375,-0.09040774089794797,20298.855529785156,-1.0
17,AARTIIND.BO,2022-01-18 14:45:00+05:30,1091.0999755859375,2022-01-18 09:30:00+05:30,1101.949951171875,0.9944070963901266,20376.355529785156,10.8499755859375
18,AARTIIND.BO,2022-01-20 14:45:00+05:30,1059.0999755859375,2022-01-20 09:45:00+05:30,1069.449951171875,0.977242547872921,20476.605529785156,10.3499755859375
19,AARTIIND.BO,2022-01-21 09:45:00+05:30,1052.449951171875,2022-01-21 11:30:00+05:30,1040.050048828125,-1.1781940157765258,20200.605529785156,-12.39990234375
20,AARTIIND.BO,2022-01-24 11:45:00+05:30,989.300048828125,2022-01-24 09:30:00+05:30,1007.0,1.7891388151493037,20622.605041503906,17.699951171875
21,AARTIIND.BO,2022-01-25 09:30:00+05:30,980.0,2022-01-25 14:45:00+05:30,984.6500244140625,0.47449228714923464,20639.60577392578,4.6500244140625
22,AARTIIND.BO,2022-01-27 14:45:00+05:30,969.7999877929688,2022-01-27 09:30:00+05:30,967.2999877929688,-0.2577851135768106,20492.10577392578,-2.5
23,AARTIIND.BO,2022-01-28 10:00:00+05:30,999.1500244140625,2022-01-28 11:15:00+05:30,1019.300048828125,2.0167166012810935,20791.106018066406,20.1500244140625
24,AARTIIND.BO,2022-01-31 10:30:00+05:30,993.5,2022-01-31 10:00:00+05:30,1003.75,1.031706089582285,20959.106506347656,10.25
25,AARTIIND.BO,2022-02-01 12:45:00+05:30,1002.2999877929688,2022-02-01 13:00:00+05:30,990.9500122070312,-1.1323930683596803,20676.10723876953,-11.3499755859375
26,AARTIIND.BO,2022-02-02 14:45:00+05:30,1006.8499755859375,2022-02-02 13:15:00+05:30,1016.0999755859375,0.9187068802993168,20836.10723876953,9.25
27,AARTIIND.BO,2022-02-03 14:45:00+05:30,995.9500122070312,2022-02-03 12:30:00+05:30,1006.0,1.0090855635111562,21033.10675048828,10.04998779296875
28,AARTIIND.BO,2022-02-04 09:45:00+05:30,999.0,2022-02-04 14:45:00+05:30,999.75,0.07507507507507508,20958.10675048828,0.75
29,AARTIIND.BO,2022-02-07 14:45:00+05:30,1003.3499755859375,2022-02-07 09:45:00+05:30,1010.0,0.6627821374270738,20898.10675048828,6.6500244140625
30,AARTIIND.BO,2022-02-08 11:00:00+05:30,966.9500122070312,2022-02-08 09:45:00+05:30,990.0,2.3837827707719783,21416.305725097656,23.04998779296875
31,AARTIIND.BO,2022-02-09 15:00:00+05:30,1006.0,2022-02-10 14:45:00+05:30,1019.9500122070312,1.3866811338997265,21629.95623779297,13.95001220703125
32,AARTIIND.BO,2022-02-10 15:00:00+05:30,1019.0,2022-02-11 09:45:00+05:30,1001.4500122070312,-1.7222755439616044,21103.35675048828,-17.54998779296875
33,AARTIIND.BO,2022-02-11 14:45:00+05:30,989.25,2022-02-11 10:00:00+05:30,1001.4500122070312,1.2332587522902452,21302.35675048828,12.20001220703125
